SMILES
"CNC(=O)c1ccc(NS(C)(=O)=O)cc1"
"COc1cc(NS(=O)(=O)C2CC2)ccn1"
"CC#CC(=O)N[C@H](CCSC)C(=O)NC"
"O=C(CBr)C(=O)NCCCl"
"CNC(=O)C1(NC(=O)[C@H](N)[C@H](C)O)CCC1"
"CNC(=O)C(O)CNC(=O)[C@@H]1CCCCN1"
"CCOCCS(=O)(=O)Nc1ccccc1"
"C=CCNS(=O)(=O)c1c(C)nn(C)c1C"
"CNC(=O)C(C)(C)NC(=O)[C@H](NC)C(C)C"
"CNC(=O)[C@@H](C(C)C)N(C)C(=O)C(C)(C)N"
"CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)[C@@H](C)N"
"C#CCC(=O)N1CC(F)(F)C[C@H]1C(=O)NC"
"CC[C@H](NC(=O)[C@H](N)CC(N)=O)C(=O)NC"
"CNC(=O)C1(NC(=O)CSC)CCCC1"
"CNC(=O)[C@H](CC(=O)OC)NC(=O)[C@H](C)N"
"CNC(=O)[C@@H](NC(=O)C(N)C(C)O)C(C)C"
"CNC(=O)[C@@H](NC(=O)[C@H](CO)NC)C(C)C"
"CNC(=O)[C@@H](NC(=O)CCNOC)C(C)C"
"CC[C@@H](C)[C@@H](NC(=O)C(O)CN)C(=O)NC"
"C=CCCC(=O)N[C@@H](C(=O)O)C(C)(C)S"
"CC(C)(C)NC(=O)[C@H]1CCCc2ccccc12"
"O=C(Nc1ccccc1)c2ccc([N+](=O)[O-])o2"
"O=C(O)C1=CC=CC(NC(=O)c2ccc[nH]2)C1"
"CC(C)CCNS(=O)(=O)CC(F)(F)F"
"COC(=O)/C=C/C(=O)NCc1ccccc1C"
"C=CC(=O)N[C@H](Cc1ccccn1)C(=O)NC"
"C=CC(=O)N[C@H](Cc1cccnc1)C(=O)NC"
"O=C(NCCCCO)c1cnc2[nH]ccc2c1"
"CNC(=O)[C@@H]1CSCN1C(=O)[C@H](N)CO"
"C=CCC(C)(C)C(=O)Nc1ccc(CO)cc1"
"O=S(=O)(CCCCl)Nc1ccccc1"
"C=CC(=O)Nc1cc(Cl)c(F)c(Cl)c1"
"CNC(=O)c1ccc(NC(=O)C2(O)CC2)cc1"
"Cc1csc(NC(=O)C2CC3C=CC2C3)n1"
"CC1CC(C)CN(S(=O)(=O)NC(C)C)C1"
"CCCCS(=O)(=O)NCCN1CCCC1"
"CC(C)=CC(=O)Nc1ccc(Cl)cc1C#N"
"C=CCCC(=O)Nc1cc(Cl)cc(C#N)c1"
"CCOCCS(=O)(=O)NCC(F)(F)F"
"O=S(=O)(CC(F)(F)F)NCCCCO"
"CC#CNS(=O)(=O)c1ccc2c(c1)CCC2"
"CC(C)CS(=O)(=O)N[C@H]1CC[C@H](O)CC1"
"O=S(=O)(Nc1cncnc1)c2cccnc2"
"CC(C)CCC(=O)Nc1cccc(C(=O)O)n1"
"Cc1ncc(C(=O)NCCc2c[nH]cn2)s1"
"CCC(C)C(NS(=O)(=O)CC)C(=O)NC"
"CCCNC(=O)C(C(F)(F)F)C(F)(F)F"
"C=CC[C@H](NC(=O)c1cc(C)on1)C(=O)NC"
"CC(C)[C@@H](NC(=O)C1CC2C=CC1C2)C(=O)O"
"C#Cc1ccc(NC(=O)C2CC3C=CC2C3)cc1"
"CCCCc1ccc(NC(=O)CSC)cc1"
"O=S(=O)(CCCCl)NCc1ncc[nH]1"
"Cc1n[nH]c(NS(=O)(=O)c2ccccc2)n1"
"C#CCC(=O)N1CCC[C@@H]1COCC(=O)NC"
"CC(=O)NC1(C(=O)N[C@H](C(N)=O)C2CC2)CC1"
"CC(=O)N1CC(C(=O)N[C@H](C(N)=O)C2CC2)C1"
"CNC(=O)[C@@H](C(C)C)N(C)C(=O)c1cocn1"
"CC[C@@H](C)[C@@H](NC(=O)c1nc[nH]n1)C(=O)NC"
"C=CCNS(=O)(=O)c1cccc2c1OCC2"
"CC#CNS(=O)(=O)CCOc1ccccc1"
"CNC(=O)C1(NC(=O)[C@H]2CC[C@@H](N)C2)CCC1"
"CNC(=O)C(CC(N)=O)NC(=O)c1ccno1"
"CN(C)S(=O)(=O)Nc1ccc2c[nH]nc2c1"
"CC(C)S(=O)(=O)Nc1ncnc2[nH]ccc12"
"CNC(=O)[C@H]1CC[C@@H](NC(=O)CCC(C)C)C1"
"O=C(NC1(C(=O)O)CC1)c2ccc(Cl)nc2"
"CC(=O)N[C@H](C)C(=O)N1CCCC[C@H]1C(N)=O"
"CC(=O)N[C@@H](C)C(=O)N1CCC[C@@H](C(N)=O)C1"
"CNC(=O)C(O)CNC(=O)[C@@H]1CC2(CC2)CN1"
"CC(C)=CC(=O)Nc1[nH]ncc1-c2ccccc2"
"O=C(Nc1cccc2c1CCCC2)c3cc[nH]n3"
"CCCNS(=O)(=O)c1cccc2c1OCC2"
"O=S(=O)(Nc1ccccc1)C2CCOCC2"
"CNC(=O)[C@H](CCC1CCCCC1)NC(N)=O"
"C=CC[C@H](NC(=O)[C@H](N)CC(C)C)C(=O)NC"
"CNC(=O)[C@@H](NC(=O)[C@H]1CCCN1)C(C)(C)C"
"CNC(=O)[C@H](CC(C)C)NC(=O)C1(N)CCC1"
"CNC(=O)[C@@H](NC(=O)[C@@H]1CCCNC1)C(C)C"
"C=CC[C@H](N)C(=O)N[C@@H](C(=O)NC)[C@H](C)CC"
"CCC(C)C(N)C(=O)NC1(C(=O)NC)CCC1"
"CCCCc1ccc(NC(=O)c2ccc[nH]2)cc1"
"O=S(=O)(CC(F)(F)F)NCc1ccco1"
"C=CCCC(=O)Nc1ccc(C(F)(F)F)cc1"
"CCC(C)C(NC(C)=O)C(=O)N(C)CC(N)=O"
"CC[C@@H](C)[C@@H](NC(C)=O)C(=O)N(C)CC(N)=O"
"CNC(=O)CCN(OC)C(=O)C1CCCNC1"
"CNC(=O)C1(NC(=O)CCNOC)CCCC1"
"CC#CC(=O)N1CCN(c2ccc(N)cc2)CC1"
"CNC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)(C)C"
"CNC(=O)[C@@H](NC(=O)[C@H](N)CC(C)C)C(C)C"
"CC#CNC(=O)c1sccc1Br"
"N#Cc1cccc(NC(=O)C2CC32CCC3)c1F"
"O=C(Nc1nc2ccccc2s1)c3c[nH]cn3"
"COc1cc(NC(=O)C2CC3C=CC2C3)ccn1"
"CC[C@H](N)C(=O)NC(CCC(N)=O)C(=O)NC"
"CNC(=O)CN1CCN(C(=O)[C@@H](N)CO)CC1"
"Cn1nccc1S(=O)(=O)NC2(C(=O)O)CC2"
"CNC(=O)[C@H](CC(=O)OC)NC(=O)[C@H](C)NC"
"CNC(=O)[C@@H](NC(=O)[C@@H]1C[C@@H](O)CN1)[C@@H](C)O"
"CNC(=O)[C@H](NC(=O)[C@@H]1C[C@@H](F)CN1)C(C)C"
"CC1CCN(S(=O)(=O)Nc2ncco2)CC1"
"CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC"
"CCC(C)C(NC(=O)C[C@@H](N)CO)C(=O)NC"
"CNC(=O)[C@@H](NC(=O)[C@@H]1CSCN1)C(C)C"
"CNC(=O)[C@@H]1CCCN(C(=O)[C@@H](N)CS)C1"
"O=S(=O)(/C=C/c1ccccc1)NCCCl"
"C=CCCC(=O)Nc1cc(Cl)nnc1Cl"
"O=C(Nc1cc(C(F)(F)F)[nH]n1)c2cocn2"
"CNC(=O)[C@@H](C)NS(=O)(=O)c1ccnn1C"
"Cc1n[nH]c(NS(=O)(=O)C2CCOCC2)n1"
"CNC(=O)C1(NS(=O)(=O)C2CC2)CCCC1"
"CS(=O)(=O)Nc1nc2cc(Cl)ccc2o1"
"O=C(Nc1ccc(O)c([N+](=O)[O-])c1)c2ccc[nH]2"
"O=S(=O)(CC(F)(F)F)Nc1nncs1"
"CNC(=O)[C@@H]1CC(F)(F)CN1C(=O)C2(N)CC2"
"CNC(=O)[C@H](CC(=O)OC)NC(=O)[C@H](N)CO"
"CNC(=O)[C@@H]1CSCN1C(=O)[C@H](N)[C@H](C)O"
"COC[C@H](C)NC(=O)CC1Cc2ccccc2C1"
"CC(C)(C)NS(=O)(=O)c1cccc(Cl)c1"
"O=C(Nc1cnc(Cl)nc1Cl)C2(O)CC2"
"O=C(Nc1ccccc1)c2cncc3ccccc23"
"C=CCNS(=O)(=O)c1cccc2cccnc12"
"O=S(=O)(NCc1ccccn1)c2ccccc2"
"CSCC(=O)Nc1cc(=O)c2ccccc2[nH]1"
"CC(C)[C@@H](NS(=O)(=O)C(F)(F)F)C(=O)O"
"C#Cc1ccc(NS(=O)(=O)C(F)(F)F)cc1"
"O=C(O)c1ccc(CCNC(=O)C2(O)CC2)cc1"
"CNC(=O)c1ccc(NC(=O)C2(N)COC2)cc1"
"C#Cc1ccc(NC(=O)c2c(C)cccc2C)cc1"
"CNC(=O)C(Cc1ccccc1)NC(=O)[C@@H](C)N"
"O=C(N[C@H]1CC[C@H](O)CC1)c2cc(C3CC3)[nH]n2"
"CNC(=O)[C@@H](CCSC)NC(=O)[C@@H](N)CO"
"CC[C@H](NC(=O)c1cc(O)ccc1C)C(=O)NC"
"CNC(=O)[C@H](C)NC(=O)Cc1ccccc1OC"
"CNC(=O)[C@@H](C(C)C)N(C)C(=O)c1cccnn1"
"CNC(=O)C1CN(C(=O)[C@@H](N)Cn2cccc2)C1"
"CNC(=O)CCNC(=O)[C@H](N)Cc1cccnc1"
"CC(C)S(=O)(=O)Nc1cnc2ccccc2c1"
"O=C(NCC1CCCO1)c2cc3sccc3[nH]2"
"CNC(=O)[C@@H]1CSCN1S(=O)(=O)C2CC2"
"Cc1cc(C(=O)NCc2ncc[nH]2)cc(Cl)n1"
"CC(=O)NOCC(=O)Nc1ccc(C(N)=O)cc1"
"O=CNc1cccc2c(S(=O)(=O)O)cccc12"
"Cc1ccc(O)cc1C(=O)N[C@@H](C(=O)O)C(C)C"
"C=CCCC(=O)NC[C@H](O)c1ccc(O)c(O)c1"
"CNC(=O)[C@H](Cn1cccc1)NC(=O)C2(O)CC2"
"CNC(=O)[C@@H]1CCCCN1C(=O)c2cc(C)on2"
"CC(C)[C@@H](NC(=O)c1cc(C2CC2)[nH]n1)C(=O)O"
"CNC(=O)C(O)CNS(=O)(=O)N1CCCC1"
"CNC(=O)[C@@H]1C[C@H](F)CN1S(=O)(=O)C(C)C"
"CCCCS(=O)(=O)N(CCC(=O)NC)OC"
"O=C(NCCCl)c1c(Cl)cccc1Cl"
"CNC(=O)CONC(=O)C(=O)CBr"
"Cc1ccc(O)cc1C(=O)Nc2ncccc2C#N"
"CNS(=O)(=O)Nc1cc(=O)c2ccccc2[nH]1"
"CCS(=O)(=O)Nc1nnc(-c2ccccc2)o1"
"CC(=O)N[C@@H]1CC[C@H](C(=O)NC2(C(N)=O)CC2)C1"
"O=C(CC1Cc2ccccc2C1)Nc3ccncn3"
"CCCCS(=O)(=O)Nc1ccc2c[nH]nc2c1"
"CNC(=O)[C@H](NC(=O)[C@@H]1CC2(CC2)CN1)C(C)C"
"CNC(=O)C(NC(=O)C1(N)CC1)C2CCCCC2"
"CNC(=O)[C@@H]1CCCN(C(=O)[C@@H]2CCCCN2)C1"
"O=S(=O)(NCC1CCCCC1)c2ccccc2"
"CNC(=O)C(CCC(N)=O)NC(=O)c1ccno1"
"CNC(=O)[C@H](C1CCCC1)N(C)C(=O)C2(O)CC2"
"C=CCC(C)(C)C(=O)N[C@@H](C(=O)NC)[C@H](C)CC"
"Cc1ncc(C(=O)Nc2cncc(Cl)n2)s1"
"O=C(N[C@H]1CC[C@H](O)CC1)c2ccc(Cl)nc2"
"CNC(=O)C1(NS(=O)(=O)CCCl)CCC1"
"O=C(Nc1ccc(C(F)(F)F)cc1)c2cc[nH]n2"
"O=C(Nc1ncco1)c2ncoc2-c3ccccc3"
"CNC(=O)[C@@H](Cc1ccco1)NC(=O)[C@H](N)CO"
"O=C(Cc1ccc2c(c1)CCO2)Nc3ccncn3"
"CC(=O)N1CCC[C@@H]1C(=O)N[C@@H](C(N)=O)C(C)C"
"CC(=O)NC(C)(C)C(=O)N1CCC[C@@H](C(N)=O)C1"
"CNC(=O)[C@H](CC(C)C)NC(=O)/C=C/CN(C)C"
"CNC(=O)[C@H]1CC[C@H](CN(C)C(=O)CCN)CC1"
"CCCCS(=O)(=O)Nc1cccc(C#N)c1F"
"CNC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H]2CC[C@@H](N)C2"
"CCC(C)C(NC(=O)[C@H](C)N(C)C(C)=O)C(N)=O"
"CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)C1(N)COC1"
"CNC(=O)COC[C@H]1CCCN1C(=O)C(C)(C)N"
"O=S(=O)(Nc1cc[nH]n1)c2cccc(Cl)c2"
"O=C(Nc1cc(Cl)cc(Cl)n1)c2cocn2"
"O=S(=O)(CCCC(F)(F)F)Nc1ncco1"
"C=C1CC(C(=O)N2CC(F)(F)C[C@H]2C(=O)NC)C1"
"CC(=O)N[C@H](C)C(=O)NC(CCC(N)=O)C(N)=O"
"CNC(=O)C1(NC(=O)[C@H](N)CCC(N)=O)COC1"
"CNC(=O)C1CN(C(=O)c2cnc3[nH]ccc3c2)C1"
"CC(C)(C)NS(=O)(=O)c1cccc([N+](=O)[O-])c1"
"CCOC(=O)[C@H](CS)NC(=O)c1cc(C)on1"
"C#Cc1ccc(NS(=O)(=O)c2cccnc2)cc1"
"CNC(=O)c1ccc(NC(=O)C2CC32CCC3)cc1"
"CC(C)=CC(=O)NCCc1c[nH]c2ccc(O)cc12"
"CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NC"
"CC1CCN(S(=O)(=O)NCc2ncc[nH]2)CC1"
"Cn1nccc1S(=O)(=O)NCCN2CCCC2"
"CNS(=O)(=O)NCC12CC3CC(CC(C3)C1)C2"
"O=C(Nc1cc(Cl)nnc1Cl)c2cocn2"
"O=C(Nc1cnc(Cl)nc1Cl)c2nc[nH]n2"
"O=S(=O)(NCC1CCCO1)c2cccc(F)c2"
"Cc1cc(NS(=O)(=O)N2CC[C@@H](F)C2)ccn1"
"CC(=O)N[C@H](C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O"
"CNC(=O)C(O)CNC(=O)COC[C@H]1CCCN1"
"CNC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](NC)C(C)C"
"O=C(CC1Cc2ccccc2C1)NCC3CCCO3"
"CNC(=O)[C@H](NC(=O)[C@H](C)N)[C@H](C)OC(C)(C)C"
"CNC(=O)[C@@H](CCSC)NC(=O)[C@@H](N)C1CC1"
"CNC(=O)CN(C)S(=O)(=O)c1ccc(F)cc1"
"CNC(=O)CN(C)S(=O)(=O)c1cccc(F)c1"
"CNC(=O)[C@@H](C)NS(=O)(=O)c1ccccc1F"
"CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1F"
"CNC(=O)C1(NC(=O)C=Cc2ccc(O)cc2)CC1"
"CC(C)(S)[C@@H](NC(=O)C1CCCNC1)C(=O)O"
"C=CCNC(=O)[C@@H](N)Cc1csc2ccccc12"
"CC[C@H](NS(=O)(=O)c1cnoc1C)C(=O)NC"
"CNC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@@H]2CSCN2"
"CSCC[C@@H](NC(=O)CN(C)C(C)=O)C(N)=O"
"COc1ccccc1CC(=O)NCC2CCCCC2"
"O=S(=O)(NCCCl)c1cccc2c1OCC2"
"CC(C)(C)NC(=O)c1sccc1Br"
"CNC(=O)CONS(=O)(=O)c1ccc(F)cc1"
"CNC(=O)C1CN(C(=O)c2ccc3c(c2)OCO3)C1"
"CNC(=O)[C@H](C)N(C)C(=O)C=Cc1ccc(O)cc1"
"CNC(=O)C1(NC(=O)Cc2ccccc2OC)CC1"
"O=C(O)[C@H](CC1CC1)NS(=O)(=O)N2CCCC2"
"Cc1cccc(S(=O)(=O)NCc2cccnc2)c1"
"COc1ccccc1CC(=O)NCc2nccs2"
"COc1ccccc1CCNC(=O)/C=C/CN(C)C"
"CC(=O)N[C@@H](C)C(=O)N1CC(F)(F)C[C@H]1C(N)=O"
"CC(=O)NCCC(=O)N1CC(F)(F)C[C@H]1C(N)=O"
"CC(C)(O)CNS(=O)(=O)CCCC(F)(F)F"
"O=C(NCc1ccccn1)c2ccc3ccccc3n2"
"COc1ccc(S(=O)(=O)Nc2ccccc2)cc1"
"Cc1ccc(C(=O)CCC(=O)NCCCCO)cc1"
"O=S(=O)(N[C@@H]1CCCC[C@H]1O)C2CCOCC2"
"O=C(Nc1cncc(Cl)n1)[C@@H](O)c2ccccc2"
"O=C(Cc1cccc([N+](=O)[O-])c1)Nc2nncs2"
"CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)c1cccnn1"
"C=CC[C@H](NC(=O)[C@@H](N)Cn1cccc1)C(=O)NC"
"CNC(=O)[C@H](C)N(C)C(=O)[C@@H](N)Cc1cccnc1"
"CCOCCS(=O)(=O)N1CCC[C@H]1C(=O)NC"
"CC(C)CCNS(=O)(=O)N1CC(C)OC(C)C1"
"COC(=O)/C=C/C(=O)Nc1cc(Cl)cc(C#N)c1"
"CC(C)(O)CNS(=O)(=O)c1cc(F)cc(F)c1"
"O=C(CNC(=O)c1ccco1)NCc2nccs2"
"CNC(=O)C(NC(=O)c1ccno1)C2CCCCC2"
"CNC(=O)COC[C@H]1CCCN1C(=O)c2ccc[nH]2"
"N#Cc1cccnc1NS(=O)(=O)c2cccs2"
"CCCCS(=O)(=O)NC(CC(N)=O)C(=O)NC"
"CNC(=O)[C@H](C)N(C)C(=O)c1cc2sccc2[nH]1"
"Cc1ncc(C(=O)Nc2cc(C(C)(C)C)on2)s1"
"C=CCNS(=O)(=O)c1cc(Cl)cc(Cl)c1"
"N#CC(=Cc1ccc(O)cc1)C(=O)Nc2cnccn2"
"CNC(=O)[C@H](C)NC(=O)c1cc(OC)cc(OC)c1"
"C#CCC(=O)Nc1cc2ccccc2cc1C(=O)NC"
"C=C1CC(C(=O)NC2CCN(C(=O)OCC)CC2)C1"
"Cc1cc(NC(=O)[C@H]2CCCc3ccccc23)ccn1"
"C=CCCC(=O)N(C)C[C@H]1CC[C@H](C(=O)NC)CC1"
"CNC(=O)C1(NC(=O)c2ccc([N+](=O)[O-])o2)CCC1"
"Cc1cc(NS(=O)(=O)c2cccc(F)n2)ccn1"
"CC(=O)NCCC(=O)N[C@H](Cc1ccco1)C(N)=O"
"COc1ccc(S(=O)(=O)NCc2ccco2)cc1"
"CC(C)[C@@H](NC(=O)c1cn2ccsc2n1)C(=O)O"
"CNC(=O)C1(NC(=O)c2cnc(C)s2)CCCC1"
"CNC(=O)[C@H](C1CCCC1)N(C)C(=O)[C@@H](N)C2CC2"
"CNC(=O)[C@@H]1CCCN1C(=O)[C@H]2CC[C@H](CN)CC2"
"O=C(Nc1ccc(Br)cn1)c2ccno2"
"CN[C@H](C)C(=O)N[C@H](C(=O)O)c1cc(O)cc(O)c1"
"O=C(CC1Cc2ccccc2C1)Nc3ccc[nH]c3=O"
"CC(=O)N1CC(C(=O)N2CCN(CC(N)=O)CC2)C1"
"CSCC(=O)Nc1cncc(N2CCOCC2)n1"
"CNC(=O)[C@H]1CC[C@@H](NC(=O)CN2CCNCC2)C1"
"CNC(=O)[C@@H](NS(=O)(=O)CCCCl)C1CC1"
"CNC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])o1)C(C)C"
"Cc1ccc(C)c(NC(=O)c2ccc3c(c2)OCO3)c1"
"O=S(=O)(Nc1ccc2c(c1)OCO2)C3CCCC3"
"CC(=O)N[C@@H](C)C(=O)N[C@H](C(N)=O)C1CCCCC1"
"C=CC[C@H](NC(=O)COC[C@H]1CCCN1)C(=O)NC"
"CNC(=O)C1(NC(=O)[C@H]2CC[C@H](CN)CC2)COC1"
"CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)C1CCCNC1"
"CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)[C@H]1CC[C@@H](N)C1"
